Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
56,Female,161.3,73.2,28.13,low,non-vegetarian,maintain,Overweight,maintain_Overweight
27,Male,155.8,96.0,39.55,low,vegetarian,gain,Obese,gain_Obese
50,Male,158.6,69.4,27.59,low,vegetarian,maintain,Overweight,maintain_Overweight
36,Male,170.6,61.1,20.99,high,vegan,maintain,Normal,maintain_Normal
42,Male,146.5,63.6,29.63,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
20,Male,175.3,64.9,21.12,low,vegan,gain,Normal,gain_Normal
35,Female,156.5,83.9,34.26,medium,vegan,maintain,Obese,maintain_Obese
59,Male,161.7,62.3,23.83,low,vegan,maintain,Normal,maintain_Normal
34,Female,166.5,81.6,29.43,medium,vegan,lose,Overweight,lose_Overweight
52,Female,188.8,82.4,23.12,medium,non-vegetarian,maintain,Normal,maintain_Normal
18,Male,176.6,62.4,20.01,low,vegetarian,lose,Normal,lose_Normal
33,Female,154.7,70.9,29.63,low,vegetarian,lose,Overweight,lose_Overweight
39,Female,166.1,53.8,19.5,low,vegetarian,gain,Normal,gain_Normal
50,Male,163.2,76.0,28.53,medium,vegan,gain,Overweight,gain_Overweight
37,Female,168.6,77.6,27.3,medium,vegan,lose,Overweight,lose_Overweight
39,Female,167.9,62.4,22.14,high,vegetarian,lose,Normal,lose_Normal
20,Female,159.9,52.0,20.34,high,vegetarian,lose,Normal,lose_Normal
41,Female,182.8,70.2,21.01,medium,vegetarian,gain,Normal,gain_Normal
58,Male,162.8,56.1,21.17,low,non-vegetarian,gain,Normal,gain_Normal
49,Female,194.4,53.9,14.26,high,vegan,lose,Underweight,lose_Underweight
36,Male,160.7,76.2,29.51,high,vegan,gain,Overweight,gain_Overweight
42,Male,171.0,84.4,28.86,medium,vegetarian,gain,Overweight,gain_Overweight
47,Male,183.1,77.6,23.15,medium,non-vegetarian,lose,Normal,lose_Normal
26,Female,154.4,66.1,27.73,high,non-vegetarian,lose,Overweight,lose_Overweight
43,Male,168.1,101.0,35.74,low,non-vegetarian,gain,Obese,gain_Obese
47,Male,151.0,88.0,38.59,medium,non-vegetarian,maintain,Obese,maintain_Obese
19,Female,166.8,82.6,29.69,low,non-vegetarian,maintain,Overweight,maintain_Overweight
35,Female,164.0,57.4,21.34,high,non-vegetarian,gain,Normal,gain_Normal
41,Male,172.5,79.8,26.82,high,vegan,gain,Overweight,gain_Overweight
54,Female,174.7,69.8,22.87,low,non-vegetarian,maintain,Normal,maintain_Normal
50,Male,159.0,46.6,18.43,low,non-vegetarian,lose,Underweight,lose_Underweight
46,Female,173.2,76.4,25.47,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
24,Male,155.3,61.9,25.67,high,non-vegetarian,lose,Overweight,lose_Overweight
57,Male,160.3,47.8,18.6,high,non-vegetarian,gain,Normal,gain_Normal
18,Female,156.8,53.0,21.56,medium,vegetarian,lose,Normal,lose_Normal
27,Male,160.9,58.9,22.75,high,non-vegetarian,lose,Normal,lose_Normal
55,Male,148.7,100.3,45.36,medium,non-vegetarian,gain,Obese,gain_Obese
27,Male,177.5,58.3,18.5,medium,non-vegetarian,lose,Normal,lose_Normal
39,Female,167.7,76.3,27.13,medium,non-vegetarian,gain,Overweight,gain_Overweight
31,Male,176.9,57.7,18.44,high,non-vegetarian,maintain,Underweight,maintain_Underweight
30,Male,175.9,61.8,19.97,low,vegetarian,gain,Normal,gain_Normal
57,Male,151.6,80.9,35.2,high,vegan,maintain,Obese,maintain_Obese
36,Male,177.9,108.8,34.38,low,vegetarian,gain,Obese,gain_Obese
52,Male,153.0,80.5,34.39,low,vegan,lose,Obese,lose_Obese
39,Male,160.9,81.8,31.6,low,non-vegetarian,lose,Obese,lose_Obese
56,Female,150.3,51.1,22.62,high,vegan,gain,Normal,gain_Normal
24,Male,157.2,71.2,28.81,low,non-vegetarian,gain,Overweight,gain_Overweight
25,Male,158.6,79.9,31.76,medium,non-vegetarian,lose,Obese,lose_Obese
54,Male,175.3,79.0,25.71,medium,non-vegetarian,gain,Overweight,gain_Overweight
39,Female,181.2,76.2,23.21,low,vegetarian,gain,Normal,gain_Normal
37,Female,152.8,90.5,38.76,high,non-vegetarian,maintain,Obese,maintain_Obese
29,Male,158.9,83.7,33.15,medium,vegan,lose,Obese,lose_Obese
52,Male,180.7,76.9,23.55,high,non-vegetarian,lose,Normal,lose_Normal
18,Male,150.0,56.2,24.98,low,vegetarian,gain,Normal,gain_Normal
48,Male,178.2,67.5,21.26,high,non-vegetarian,gain,Normal,gain_Normal
31,Male,165.8,81.4,29.61,medium,vegan,maintain,Overweight,maintain_Overweight
35,Male,172.0,74.2,25.08,low,vegan,maintain,Overweight,maintain_Overweight
37,Male,162.9,65.3,24.61,high,non-vegetarian,gain,Normal,gain_Normal
36,Male,173.6,78.3,25.98,medium,non-vegetarian,lose,Overweight,lose_Overweight
59,Male,162.4,86.2,32.68,high,vegetarian,lose,Obese,lose_Obese
36,Female,163.7,57.2,21.35,high,vegetarian,maintain,Normal,maintain_Normal
22,Female,157.4,55.3,22.32,high,non-vegetarian,gain,Normal,gain_Normal
44,Female,162.3,88.5,33.6,medium,vegetarian,gain,Obese,gain_Obese
52,Male,156.9,72.8,29.57,medium,non-vegetarian,lose,Overweight,lose_Overweight
24,Male,158.4,66.1,26.34,low,vegetarian,lose,Overweight,lose_Overweight
59,Male,149.9,66.7,29.68,high,non-vegetarian,lose,Overweight,lose_Overweight
57,Female,163.1,78.1,29.36,medium,vegetarian,maintain,Overweight,maintain_Overweight
34,Female,167.2,52.0,18.6,high,vegetarian,lose,Normal,lose_Normal
30,Male,175.8,73.2,23.68,low,vegan,maintain,Normal,maintain_Normal
57,Male,167.0,69.9,25.06,low,vegetarian,lose,Overweight,lose_Overweight
28,Female,159.8,73.3,28.7,medium,vegan,maintain,Overweight,maintain_Overweight
48,Female,169.8,43.8,15.19,medium,vegetarian,maintain,Underweight,maintain_Underweight
45,Male,159.6,66.2,25.99,medium,non-vegetarian,gain,Overweight,gain_Overweight
52,Female,167.6,87.9,31.29,medium,vegan,lose,Obese,lose_Obese
34,Female,157.3,62.5,25.26,high,vegan,gain,Overweight,gain_Overweight
55,Male,159.9,58.0,22.68,medium,vegan,maintain,Normal,maintain_Normal
38,Male,161.5,81.6,31.29,medium,non-vegetarian,gain,Obese,gain_Obese
28,Male,154.5,76.4,32.01,high,vegan,maintain,Obese,maintain_Obese
34,Male,148.0,61.6,28.12,low,non-vegetarian,gain,Overweight,gain_Overweight
33,Male,161.7,95.1,36.37,medium,non-vegetarian,maintain,Obese,maintain_Obese
19,Male,162.3,37.0,14.05,high,vegetarian,maintain,Underweight,maintain_Underweight
38,Female,145.0,70.5,33.53,high,vegetarian,maintain,Obese,maintain_Obese
23,Female,171.1,75.6,25.82,medium,vegetarian,maintain,Overweight,maintain_Overweight
27,Male,166.7,87.4,31.45,low,vegan,maintain,Obese,maintain_Obese
34,Male,159.6,83.4,32.74,low,non-vegetarian,lose,Obese,lose_Obese
40,Female,148.7,56.4,25.51,medium,vegan,maintain,Overweight,maintain_Overweight
52,Female,146.9,65.9,30.54,high,vegetarian,gain,Obese,gain_Obese
21,Male,164.5,71.7,26.5,medium,vegetarian,gain,Overweight,gain_Overweight
34,Male,165.6,56.1,20.46,low,non-vegetarian,lose,Normal,lose_Normal
24,Female,163.1,47.5,17.86,high,non-vegetarian,lose,Underweight,lose_Underweight
29,Female,178.6,65.4,20.5,medium,vegetarian,maintain,Normal,maintain_Normal
31,Female,160.1,93.8,36.59,high,non-vegetarian,gain,Obese,gain_Obese
57,Male,152.6,53.1,22.8,high,vegan,gain,Normal,gain_Normal
28,Female,154.0,69.0,29.09,high,vegan,gain,Overweight,gain_Overweight
53,Female,169.3,81.1,28.29,medium,vegetarian,gain,Overweight,gain_Overweight
35,Female,190.7,36.3,9.98,high,vegetarian,maintain,Underweight,maintain_Underweight
36,Female,171.1,61.6,21.04,low,vegan,maintain,Normal,maintain_Normal
53,Male,159.1,60.7,23.98,high,non-vegetarian,lose,Normal,lose_Normal
29,Male,155.9,95.3,39.21,low,vegetarian,maintain,Obese,maintain_Obese
53,Male,173.4,70.3,23.38,low,vegetarian,lose,Normal,lose_Normal
40,Female,178.5,47.3,14.85,low,vegetarian,lose,Underweight,lose_Underweight
55,Male,151.7,37.3,16.21,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
24,Male,158.0,72.4,29.0,high,vegetarian,gain,Overweight,gain_Overweight
22,Male,166.0,72.2,26.2,medium,non-vegetarian,lose,Overweight,lose_Overweight
26,Male,150.9,82.0,36.01,low,non-vegetarian,maintain,Obese,maintain_Obese
49,Male,167.4,81.0,28.91,low,non-vegetarian,lose,Overweight,lose_Overweight
47,Female,146.1,74.7,35.0,low,vegetarian,maintain,Obese,maintain_Obese
27,Male,153.1,64.0,27.3,medium,non-vegetarian,lose,Overweight,lose_Overweight
25,Female,170.3,71.4,24.62,medium,vegan,maintain,Normal,maintain_Normal
35,Male,156.5,70.1,28.62,high,vegetarian,lose,Overweight,lose_Overweight
30,Female,149.7,87.3,38.96,low,non-vegetarian,gain,Obese,gain_Obese
33,Female,162.9,86.8,32.71,low,non-vegetarian,maintain,Obese,maintain_Obese
53,Female,159.7,62.1,24.35,medium,vegan,lose,Normal,lose_Normal
34,Male,157.4,83.1,33.54,high,vegan,maintain,Obese,maintain_Obese
34,Female,157.9,79.7,31.97,medium,vegetarian,maintain,Obese,maintain_Obese
18,Male,161.2,40.4,15.55,low,non-vegetarian,maintain,Underweight,maintain_Underweight
52,Female,159.3,52.3,20.61,high,vegetarian,gain,Normal,gain_Normal
36,Male,165.3,52.1,19.07,high,non-vegetarian,lose,Normal,lose_Normal
47,Male,174.3,68.6,22.58,low,vegetarian,lose,Normal,lose_Normal
23,Male,163.2,79.8,29.96,high,vegan,maintain,Overweight,maintain_Overweight
54,Male,174.6,69.7,22.86,medium,vegan,gain,Normal,gain_Normal
44,Male,157.3,43.4,17.54,high,vegan,gain,Underweight,gain_Underweight
29,Female,158.1,60.7,24.28,low,vegan,maintain,Normal,maintain_Normal
59,Male,166.1,64.8,23.49,low,vegan,maintain,Normal,maintain_Normal
32,Male,171.9,60.8,20.58,high,non-vegetarian,gain,Normal,gain_Normal
54,Female,164.4,87.8,32.49,low,non-vegetarian,maintain,Obese,maintain_Obese
29,Male,168.4,69.1,24.37,high,vegan,lose,Normal,lose_Normal
34,Female,159.0,60.5,23.93,high,non-vegetarian,maintain,Normal,maintain_Normal
40,Male,156.5,61.9,25.27,high,vegetarian,gain,Overweight,gain_Overweight
48,Female,172.6,66.7,22.39,high,vegetarian,lose,Normal,lose_Normal
22,Male,151.5,96.5,42.04,low,vegan,gain,Obese,gain_Obese
52,Female,168.2,48.9,17.28,low,vegan,gain,Underweight,gain_Underweight
35,Female,160.6,71.7,27.8,high,non-vegetarian,lose,Overweight,lose_Overweight
23,Male,182.0,53.4,16.12,medium,vegan,maintain,Underweight,maintain_Underweight
50,Male,174.8,91.0,29.78,low,vegan,lose,Overweight,lose_Overweight
20,Female,158.7,65.8,26.13,low,non-vegetarian,maintain,Overweight,maintain_Overweight
58,Male,154.6,66.9,27.99,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
52,Male,164.6,79.9,29.49,low,non-vegetarian,maintain,Overweight,maintain_Overweight
25,Male,175.9,58.8,19.0,high,non-vegetarian,lose,Normal,lose_Normal
29,Female,145.3,69.7,33.01,medium,non-vegetarian,gain,Obese,gain_Obese
31,Male,167.9,73.7,26.14,low,vegetarian,maintain,Overweight,maintain_Overweight
37,Female,161.7,71.9,27.5,low,vegan,lose,Overweight,lose_Overweight
54,Female,180.2,75.7,23.31,low,vegetarian,lose,Normal,lose_Normal
57,Female,161.3,62.5,24.02,low,non-vegetarian,gain,Normal,gain_Normal
35,Female,163.3,94.6,35.47,low,vegan,maintain,Obese,maintain_Obese
38,Male,163.2,69.7,26.17,low,vegan,lose,Overweight,lose_Overweight
55,Female,160.2,86.5,33.7,medium,vegetarian,gain,Obese,gain_Obese
21,Female,184.6,76.8,22.54,low,vegetarian,maintain,Normal,maintain_Normal
46,Female,165.8,70.6,25.68,low,non-vegetarian,maintain,Overweight,maintain_Overweight
26,Female,141.2,81.2,40.73,high,vegan,lose,Obese,lose_Obese
45,Male,166.3,76.4,27.63,low,vegan,lose,Overweight,lose_Overweight
44,Female,157.9,64.2,25.75,high,vegan,maintain,Overweight,maintain_Overweight
46,Male,160.9,85.3,32.95,low,vegan,maintain,Obese,maintain_Obese
32,Female,161.2,101.2,38.94,high,non-vegetarian,gain,Obese,gain_Obese
41,Male,169.3,50.9,17.76,high,vegan,gain,Underweight,gain_Underweight
28,Female,163.7,60.2,22.46,high,non-vegetarian,lose,Normal,lose_Normal
26,Female,143.1,94.0,45.9,medium,non-vegetarian,gain,Obese,gain_Obese
28,Female,172.0,78.0,26.37,low,vegan,maintain,Overweight,maintain_Overweight
41,Male,166.7,49.3,17.74,low,vegetarian,lose,Underweight,lose_Underweight
33,Female,160.2,82.6,32.19,high,non-vegetarian,maintain,Obese,maintain_Obese
38,Male,154.5,32.0,13.41,high,vegetarian,lose,Underweight,lose_Underweight
27,Male,162.7,67.9,25.65,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
36,Male,166.4,80.9,29.22,high,non-vegetarian,maintain,Overweight,maintain_Overweight
50,Female,171.4,73.9,25.15,high,vegan,maintain,Overweight,maintain_Overweight
39,Female,177.0,47.2,15.07,high,vegan,maintain,Underweight,maintain_Underweight
20,Female,170.0,79.4,27.47,low,non-vegetarian,lose,Overweight,lose_Overweight
44,Male,152.6,47.5,20.4,low,non-vegetarian,maintain,Normal,maintain_Normal
32,Male,157.5,60.1,24.23,low,vegetarian,maintain,Normal,maintain_Normal
32,Male,172.5,60.8,20.43,high,vegetarian,gain,Normal,gain_Normal
47,Female,156.4,60.8,24.86,medium,non-vegetarian,lose,Normal,lose_Normal
41,Female,176.2,70.2,22.61,medium,non-vegetarian,gain,Normal,gain_Normal
49,Male,163.2,68.3,25.64,medium,vegan,lose,Overweight,lose_Overweight
30,Male,177.9,58.8,18.58,low,vegetarian,gain,Normal,gain_Normal
57,Female,178.2,73.2,23.05,high,vegetarian,lose,Normal,lose_Normal
38,Male,163.4,107.5,40.26,medium,vegetarian,maintain,Obese,maintain_Obese
38,Female,154.4,64.7,27.14,high,non-vegetarian,maintain,Overweight,maintain_Overweight
44,Male,152.7,84.3,36.15,high,vegan,maintain,Obese,maintain_Obese
54,Male,181.9,95.0,28.71,medium,vegan,gain,Overweight,gain_Overweight
24,Female,177.2,67.0,21.34,medium,vegetarian,gain,Normal,gain_Normal
36,Male,161.3,44.9,17.26,high,non-vegetarian,maintain,Underweight,maintain_Underweight
45,Male,185.4,77.0,22.4,medium,vegan,lose,Normal,lose_Normal
50,Male,160.1,89.9,35.07,medium,vegan,lose,Obese,lose_Obese
38,Female,155.3,76.1,31.55,low,vegetarian,lose,Obese,lose_Obese
38,Female,163.3,79.6,29.85,high,vegetarian,maintain,Overweight,maintain_Overweight
30,Female,164.4,48.2,17.83,medium,vegetarian,maintain,Underweight,maintain_Underweight
19,Female,165.8,85.7,31.18,high,non-vegetarian,lose,Obese,lose_Obese
20,Male,164.7,81.6,30.08,medium,vegan,gain,Obese,gain_Obese
22,Female,154.5,69.6,29.16,medium,non-vegetarian,lose,Overweight,lose_Overweight
48,Male,158.8,81.2,32.2,low,vegetarian,gain,Obese,gain_Obese
46,Female,165.3,80.4,29.42,high,vegan,maintain,Overweight,maintain_Overweight
53,Female,175.9,80.4,25.99,medium,vegetarian,gain,Overweight,gain_Overweight
32,Male,167.7,55.0,19.56,low,non-vegetarian,maintain,Normal,maintain_Normal
28,Male,165.0,62.0,22.77,high,non-vegetarian,lose,Normal,lose_Normal
30,Male,161.6,64.4,24.66,high,vegetarian,gain,Normal,gain_Normal
37,Female,155.2,40.6,16.86,high,vegetarian,gain,Underweight,gain_Underweight
42,Male,158.3,72.9,29.09,low,vegan,maintain,Overweight,maintain_Overweight
21,Male,151.5,70.2,30.59,low,vegetarian,maintain,Obese,maintain_Obese
46,Male,184.0,85.3,25.19,low,vegan,maintain,Overweight,maintain_Overweight
58,Female,181.4,75.9,23.07,medium,non-vegetarian,lose,Normal,lose_Normal
55,Female,176.7,59.1,18.93,high,non-vegetarian,maintain,Normal,maintain_Normal
44,Female,158.6,28.9,11.49,medium,vegetarian,maintain,Underweight,maintain_Underweight
28,Male,176.9,93.1,29.75,medium,vegetarian,gain,Overweight,gain_Overweight
56,Male,159.5,66.2,26.02,medium,vegan,maintain,Overweight,maintain_Overweight
57,Male,157.5,75.7,30.52,high,non-vegetarian,lose,Obese,lose_Obese
59,Female,176.2,43.9,14.14,low,vegetarian,maintain,Underweight,maintain_Underweight
29,Female,169.1,65.8,23.01,high,vegan,lose,Normal,lose_Normal
30,Female,166.1,76.9,27.87,medium,vegetarian,gain,Overweight,gain_Overweight
19,Female,163.1,68.4,25.71,high,vegan,maintain,Overweight,maintain_Overweight
53,Female,162.9,84.6,31.88,low,non-vegetarian,gain,Obese,gain_Obese
45,Male,169.2,73.3,25.6,high,vegetarian,gain,Overweight,gain_Overweight
45,Male,152.3,64.3,27.72,low,non-vegetarian,lose,Overweight,lose_Overweight
41,Male,174.0,70.6,23.32,medium,non-vegetarian,lose,Normal,lose_Normal
30,Male,171.6,96.5,32.77,low,non-vegetarian,gain,Obese,gain_Obese
32,Male,175.4,71.4,23.21,low,non-vegetarian,gain,Normal,gain_Normal
48,Female,159.9,31.7,12.4,medium,vegan,maintain,Underweight,maintain_Underweight
38,Female,163.3,65.1,24.41,high,vegetarian,maintain,Normal,maintain_Normal
47,Female,168.9,67.7,23.73,low,non-vegetarian,maintain,Normal,maintain_Normal
22,Female,161.8,43.3,16.54,high,vegetarian,maintain,Underweight,maintain_Underweight
59,Female,155.6,77.1,31.84,high,vegetarian,maintain,Obese,maintain_Obese
55,Female,182.2,68.5,20.63,high,non-vegetarian,gain,Normal,gain_Normal
54,Female,168.3,84.3,29.76,low,non-vegetarian,maintain,Overweight,maintain_Overweight
48,Male,156.9,75.5,30.67,high,non-vegetarian,lose,Obese,lose_Obese
24,Male,157.6,83.0,33.42,low,vegan,lose,Obese,lose_Obese
19,Male,166.5,74.5,26.87,high,vegetarian,maintain,Overweight,maintain_Overweight
29,Female,157.2,80.6,32.62,medium,non-vegetarian,lose,Obese,lose_Obese
27,Female,185.8,54.9,15.9,medium,vegetarian,lose,Underweight,lose_Underweight
51,Male,161.6,73.5,28.15,low,vegetarian,gain,Overweight,gain_Overweight
34,Female,172.9,61.6,20.61,medium,non-vegetarian,lose,Normal,lose_Normal
52,Male,136.7,90.4,48.38,medium,vegetarian,gain,Obese,gain_Obese
46,Female,172.6,43.9,14.74,high,vegan,lose,Underweight,lose_Underweight
27,Female,158.9,93.5,37.03,high,vegan,maintain,Obese,maintain_Obese
55,Female,179.5,84.1,26.1,high,vegan,lose,Overweight,lose_Overweight
54,Female,163.2,71.2,26.73,high,non-vegetarian,maintain,Overweight,maintain_Overweight
55,Male,163.7,86.9,32.43,high,vegetarian,gain,Obese,gain_Obese
33,Male,156.2,57.9,23.73,low,vegan,gain,Normal,gain_Normal
34,Male,175.1,69.3,22.6,low,vegan,maintain,Normal,maintain_Normal
52,Male,178.8,59.9,18.74,low,non-vegetarian,gain,Normal,gain_Normal
43,Female,164.5,56.2,20.77,high,vegetarian,gain,Normal,gain_Normal
58,Female,165.1,47.8,17.54,low,non-vegetarian,lose,Underweight,lose_Underweight
36,Male,160.1,48.5,18.92,high,vegan,maintain,Normal,maintain_Normal
50,Female,171.9,80.7,27.31,high,non-vegetarian,lose,Overweight,lose_Overweight
46,Female,147.7,90.0,41.26,low,vegetarian,lose,Obese,lose_Obese
47,Female,190.0,70.7,19.58,high,non-vegetarian,gain,Normal,gain_Normal
38,Female,158.6,112.4,44.68,low,vegan,maintain,Obese,maintain_Obese
30,Male,151.8,70.3,30.51,low,vegetarian,gain,Obese,gain_Obese
40,Female,166.8,90.2,32.42,high,non-vegetarian,gain,Obese,gain_Obese
43,Male,168.6,62.5,21.99,high,vegan,gain,Normal,gain_Normal
33,Male,155.5,64.9,26.84,high,vegan,maintain,Overweight,maintain_Overweight
41,Female,154.9,70.7,29.47,high,vegetarian,maintain,Overweight,maintain_Overweight
31,Female,159.4,47.6,18.73,low,vegetarian,gain,Normal,gain_Normal
22,Male,177.6,62.5,19.82,high,non-vegetarian,maintain,Normal,maintain_Normal
34,Male,152.3,67.5,29.1,medium,non-vegetarian,gain,Overweight,gain_Overweight
50,Male,165.7,43.8,15.95,low,vegan,lose,Underweight,lose_Underweight
36,Female,168.3,54.3,19.17,high,vegetarian,maintain,Normal,maintain_Normal
46,Female,182.1,77.9,23.49,high,non-vegetarian,maintain,Normal,maintain_Normal
28,Male,161.0,58.8,22.68,high,vegan,maintain,Normal,maintain_Normal
33,Female,164.0,79.2,29.45,low,vegan,maintain,Overweight,maintain_Overweight
49,Female,164.7,66.7,24.59,medium,vegetarian,maintain,Normal,maintain_Normal
33,Male,165.6,60.9,22.21,medium,vegan,lose,Normal,lose_Normal
47,Male,161.6,38.7,14.82,high,vegetarian,lose,Underweight,lose_Underweight
21,Male,174.7,74.5,24.41,high,non-vegetarian,maintain,Normal,maintain_Normal
52,Male,157.3,98.5,39.81,high,non-vegetarian,lose,Obese,lose_Obese
29,Male,165.9,54.5,19.8,high,vegetarian,lose,Normal,lose_Normal
50,Male,173.6,76.0,25.22,high,vegan,gain,Overweight,gain_Overweight
47,Female,168.9,63.6,22.29,low,vegan,gain,Normal,gain_Normal
19,Female,169.5,66.1,23.01,low,non-vegetarian,lose,Normal,lose_Normal
54,Male,170.6,41.4,14.22,low,vegan,maintain,Underweight,maintain_Underweight
46,Female,160.7,95.8,37.1,high,vegan,lose,Obese,lose_Obese
40,Female,157.3,60.9,24.61,medium,vegan,gain,Normal,gain_Normal
18,Female,160.5,51.8,20.11,high,non-vegetarian,gain,Normal,gain_Normal
49,Male,142.9,66.5,32.57,medium,vegan,maintain,Obese,maintain_Obese
38,Male,166.4,69.2,24.99,high,non-vegetarian,gain,Normal,gain_Normal
42,Female,163.6,70.6,26.38,low,non-vegetarian,maintain,Overweight,maintain_Overweight
43,Male,175.2,67.1,21.86,low,non-vegetarian,gain,Normal,gain_Normal
44,Female,159.3,65.8,25.93,low,vegan,lose,Overweight,lose_Overweight
59,Male,170.8,91.2,31.26,low,vegan,lose,Obese,lose_Obese
20,Female,158.7,71.5,28.39,high,non-vegetarian,maintain,Overweight,maintain_Overweight
39,Male,168.4,55.1,19.43,high,vegetarian,gain,Normal,gain_Normal
33,Male,165.2,48.0,17.59,high,non-vegetarian,maintain,Underweight,maintain_Underweight
19,Female,147.3,75.5,34.8,low,vegan,maintain,Obese,maintain_Obese
59,Male,161.2,73.0,28.09,low,non-vegetarian,gain,Overweight,gain_Overweight
35,Female,164.8,55.4,20.4,low,vegan,lose,Normal,lose_Normal
44,Female,164.5,51.5,19.03,medium,vegetarian,lose,Normal,lose_Normal
39,Female,178.9,49.7,15.53,medium,vegan,maintain,Underweight,maintain_Underweight
52,Female,163.0,54.4,20.47,high,vegetarian,gain,Normal,gain_Normal
35,Female,170.7,65.0,22.31,high,vegan,lose,Normal,lose_Normal
21,Male,159.8,82.8,32.42,low,vegan,lose,Obese,lose_Obese
